"# Program:featureCounts v1.6.4; Command:""featureCounts"" ""-a"" ""Pflu55.saf.txt"" ""-F"" ""SAF"" ""-t"" ""GeneID"" ""--read2pos"" ""5"" ""-o"" ""Mark22_counts.txt"" ""YL37_1.sam"" ""YL37_2.sam"" ""YL37_3.sam"" ""GM103_1.sam"" ""GM103_2.sam"" ""GM103_3.sam"" ""YL57_1.sam"" ""YL57_2.sam"" ""YL57_3.sam"" "																												
																												
Geneid	Chr	Start	End	Strand	Length	YL37_1.sam	YL37_2.sam	YL37_3.sam	GM103_1.sam	GM103_2.sam	GM103_3.sam	YL57_1.sam	YL57_2.sam	YL57_3.sam	YL37_1.norm	YL37_2.norm	YL37_3.norm	GM103_1.norm	GM103_2.norm	GM103_3.norm	YL57_1.norm	YL57_2.norm	YL57_3.norm	log2FC 57vs37	log2FC 103vs37	#Orf	Name	Desc
33931E_Pfluorescens55_02923	1	3208959	3210458	+	1500	1025	767	336	832	816	575	964	354	352	291.1931818	271.024735	192	292.9577465	225.4143646	192.9530201	388.7096774	177	137.5	-0.101026498	-0.084472288	33931E_Pfluorescens55_02923	kaiC	Circadian clock protein kinase KaiC
33931E_Pfluorescens55_03650	1	4000947	4002206	+	1260	420	620	609	592	922	426	622	474	390	119.3181818	219.0812721	348	208.4507042	254.6961326	142.9530201	250.8064516	237	152.34375	-0.100637954	-0.179492903	33931E_Pfluorescens55_03650	bkdB	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
33931E_Pfluorescens55_02078	1	2282106	2282723	+	618	181	341	198	130	418	229	221	209	185	51.42045455	120.4946996	113.1428571	45.77464789	115.4696133	76.84563758	89.11290323	104.5	72.265625	-0.100488275	-0.259749134	33931E_Pfluorescens55_02078	gstB_1	Glutathione S-transferase GstB
33931E_Pfluorescens55_01273	1	1413682	1414320	-	639	225	208	91	381	266	237	47	185	167	63.92045455	73.49823322	52	134.1549296	73.48066298	79.53020134	18.9516129	92.5	65.234375	-0.100391041	0.600305239	33931E_Pfluorescens55_01273		hypothetical protein
33931E_Pfluorescens55_02667	1	2911156	2911818	+	663	415	254	281	154	203	575	329	260	207	117.8977273	89.75265018	160.5714286	54.22535211	56.07734807	192.9530201	132.6612903	130	80.859375	-0.100178175	-0.280040206	33931E_Pfluorescens55_02667	tcyB	L-cystine transport system permease protein TcyB
33931E_Pfluorescens55_02574	1	2788252	2789892	-	1641	882	600	479	861	1060	596	429	493	685	250.5681818	212.0141343	273.7142857	303.1690141	292.8176796	200	172.983871	246.5	267.578125	-0.099846759	0.112457271	33931E_Pfluorescens55_02574		hypothetical protein
33931E_Pfluorescens55_04766	1	5197828	5198871	-	1044	373	258	132	163	361	585	247	108	258	105.9659091	91.16607774	75.42857143	57.3943662	99.72375691	196.3087248	99.59677419	54	100.78125	-0.099602766	0.37483483	33931E_Pfluorescens55_04766	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
33931E_Pfluorescens55_00789	1	906938	908209	-	1272	437	570	146	355	441	352	111	417	329	124.1477273	201.4134276	83.42857143	125	121.8232044	118.1208054	44.75806452	208.5	128.515625	-0.099346923	-0.164389463	33931E_Pfluorescens55_00789		hypothetical protein
33931E_Pfluorescens55_03555	1	3896858	3897364	+	507	338	377	141	384	436	451	263	114	323	96.02272727	133.2155477	80.57142857	135.2112676	120.441989	151.3422819	106.0483871	57	126.171875	-0.099213704	0.393630648	33931E_Pfluorescens55_03555	ecfG	ECF RNA polymerase sigma factor EcfG
33931E_Pfluorescens55_00998	1	1123985	1124542	-	558	422	327	123	299	597	577	416	158	99	119.8863636	115.5477032	70.28571429	105.2816901	164.9171271	193.6241611	167.7419355	79	38.671875	-0.099154757	0.601364392	33931E_Pfluorescens55_00998		hypothetical protein
33931E_Pfluorescens55_00296	1	325828	327708	+	1881	1656	1282	648	1282	2146	1613	1212	865	734	470.4545455	453.0035336	370.2857143	451.4084507	592.8176796	541.2751678	488.7096774	432.5	286.71875	-0.099016967	0.293387117	33931E_Pfluorescens55_00296	mcpA	Methyl-accepting chemotaxis protein McpA
33931E_Pfluorescens55_05382	1	5857132	5858085	+	954	955	668	457	834	1235	801	793	480	404	271.3068182	236.0424028	261.1428571	293.6619718	341.160221	268.7919463	319.7580645	240	157.8125	-0.098909678	0.233676457	33931E_Pfluorescens55_05382	gshB	Glutathione synthetase
33931E_Pfluorescens55_00221	1	245164	245586	-	423	568	326	249	311	482	355	468	233	220	161.3636364	115.1943463	142.2857143	109.5070423	133.1491713	119.1275168	188.7096774	116.5	85.9375	-0.098700409	-0.211284433	33931E_Pfluorescens55_00221		hypothetical protein
33931E_Pfluorescens55_05245	1	5705733	5706545	-	813	1274	1307	616	559	1478	1073	924	839	784	361.9318182	461.8374558	352	196.8309859	408.2872928	360.0671141	372.5806452	419.5	306.25	-0.098292549	-0.284726995	33931E_Pfluorescens55_05245	bioC	Malonyl-[acyl-carrier protein] O-methyltransferase
33931E_Pfluorescens55_00395	1	445299	446135	-	837	752	600	345	687	897	675	583	299	505	213.6363636	212.0141343	197.1428571	241.9014085	247.7900552	226.5100671	235.0806452	149.5	197.265625	-0.098115523	0.201612051	33931E_Pfluorescens55_00395	tauD_2	Alpha-ketoglutarate-dependent taurine dioxygenase
33931E_Pfluorescens55_01745	1	1929628	1930821	+	1194	1204	595	474	628	823	774	647	414	771	342.0454545	210.2473498	270.8571429	221.1267606	227.3480663	259.7315436	260.8870968	207	301.171875	-0.098061031	-0.216985439	33931E_Pfluorescens55_01745	pobA	p-hydroxybenzoate hydroxylase
33931E_Pfluorescens55_02716	1	2967675	2971436	+	3762	3292	2903	1587	2182	3244	2270	2339	1872	2049	935.2272727	1025.795053	906.8571429	768.3098592	896.1325967	761.7449664	943.1451613	936	800.390625	-0.098001308	-0.241293389	33931E_Pfluorescens55_02716	cobN	Aerobic cobaltochelatase subunit CobN
33931E_Pfluorescens55_02226	1	2428436	2428654	-	219	149	114	19	173	195	278	32	20	165	42.32954545	40.28268551	10.85714286	60.91549296	53.86740331	93.2885906	12.90322581	10	64.453125	-0.097581138	1.154513645	33931E_Pfluorescens55_02226		hypothetical protein
33931E_Pfluorescens55_04085	1	4463143	4464501	-	1359	1127	726	884	309	697	1019	1255	568	567	320.1704545	256.5371025	505.1428571	108.8028169	192.5414365	341.9463087	506.0483871	284	221.484375	-0.096957986	-0.749958606	33931E_Pfluorescens55_04085	fliI	Flagellum-specific ATP synthase
33931E_Pfluorescens55_00667	1	762400	763821	+	1422	98	42	41	127	117	64	7	18	128	27.84090909	14.8409894	23.42857143	44.71830986	32.32044199	21.47651007	2.822580645	9	50	-0.096744892	0.575468474	33931E_Pfluorescens55_00667	amiC_2	N-acetylmuramoyl-L-alanine amidase AmiC
33931E_Pfluorescens55_02397	1	2584271	2584570	-	300	168	90	96	133	60	157	90	53	161	47.72727273	31.80212014	54.85714286	46.83098592	16.57458564	52.68456376	36.29032258	26.5	62.890625	-0.096622638	-0.211143216	33931E_Pfluorescens55_02397		IS66 family transposase ISPre3
33931E_Pfluorescens55_01714	1	1899290	1900048	+	759	579	756	748	436	822	799	671	698	472	164.4886364	267.1378092	427.4285714	153.5211268	227.0718232	268.1208054	270.5645161	349	184.375	-0.095663564	-0.4051685	33931E_Pfluorescens55_01714	yycJ	Putative metallo-hydrolase YycJ
33931E_Pfluorescens55_02635	1	2883775	2884212	+	438	214	224	193	390	403	425	177	203	157	60.79545455	79.15194346	110.2857143	137.3239437	111.3259669	142.6174497	71.37096774	101.5	61.328125	-0.095537221	0.644882057	33931E_Pfluorescens55_02635		hypothetical protein
33931E_Pfluorescens55_03285	1	3607679	3608497	-	819	399	159	114	116	511	94	215	112	197	113.3522727	56.18374558	65.14285714	40.84507042	141.160221	31.54362416	86.69354839	56	76.953125	-0.095503334	-0.136121412	33931E_Pfluorescens55_03285	surA_2	Chaperone SurA
33931E_Pfluorescens55_05405	1	5874883	5875605	+	723	591	707	445	663	496	738	372	465	631	167.8977273	249.8233216	254.2857143	233.4507042	137.0165746	247.6510067	150	232.5	246.484375	-0.095451574	-0.120592808	33931E_Pfluorescens55_05405	mtgA	Biosynthetic peptidoglycan transglycosylase
33931E_Pfluorescens55_00616	1	699636	702281	-	2646	1124	337	382	440	924	265	309	338	822	319.3181818	119.0812721	218.2857143	154.9295775	255.2486188	88.9261745	124.5967742	169	321.09375	-0.095341626	-0.395860333	33931E_Pfluorescens55_00616	aceE_1	Pyruvate dehydrogenase E1 component
33931E_Pfluorescens55_02255	1	2446686	2447732	+	1047	1039	1279	618	1125	1502	1190	872	823	683	295.1704545	451.9434629	353.1428571	396.1267606	414.9171271	399.3288591	351.6129032	411.5	266.796875	-0.095322294	0.137611154	33931E_Pfluorescens55_02255		hypothetical protein
33931E_Pfluorescens55_03165	1	3468817	3470556	+	1740	632	228	221	514	983	232	198	377	239	179.5454545	80.56537102	126.2857143	180.9859155	271.5469613	77.85234899	79.83870968	188.5	93.359375	-0.095296217	0.456958414	33931E_Pfluorescens55_03165		hypothetical protein
33931E_Pfluorescens55_00100	1	113948	115486	-	1539	1555	1538	720	1239	2189	2179	580	1359	1009	441.7613636	543.4628975	411.4285714	436.2676056	604.6961326	731.2080537	233.8709677	679.5	394.140625	-0.095149715	0.34354501	33931E_Pfluorescens55_00100	gabR_1	HTH-type transcriptional regulatory protein GabR
33931E_Pfluorescens55_00101	1	115574	116212	+	639	856	509	344	402	638	905	772	223	403	243.1818182	179.8586572	196.5714286	141.5492958	176.2430939	303.6912752	311.2903226	111.5	157.421875	-0.094784236	0.00435161	33931E_Pfluorescens55_00101	paiB	Protease synthase and sporulation protein PAI 2
33931E_Pfluorescens55_05500	1	5975521	5976525	-	1005	2012	654	395	1319	781	1263	683	799	738	571.5909091	231.0954064	225.7142857	464.4366197	215.7458564	423.8255034	275.4032258	399.5	288.28125	-0.094518314	0.102348241	33931E_Pfluorescens55_05500		Probable binding protein component of ABC iron transporter PA5217
33931E_Pfluorescens55_05063	1	5526318	5528036	+	1719	2045	852	759	971	1418	821	771	953	1141	580.9659091	301.0600707	433.7142857	341.9014085	391.7127072	275.5033557	310.8870968	476.5	445.703125	-0.093596359	-0.382780593	33931E_Pfluorescens55_05063		hypothetical protein
33931E_Pfluorescens55_00696	1	798122	798949	-	828	1041	435	369	392	340	683	632	446	361	295.7386364	153.7102473	210.8571429	138.028169	93.92265193	229.1946309	254.8387097	223	141.015625	-0.093534944	-0.517912944	33931E_Pfluorescens55_00696	nadE_1	NH(3)-dependent NAD(+) synthetase
33931E_Pfluorescens55_02836	1	3112480	3113406	+	927	1385	830	585	1069	1022	434	761	448	1091	393.4659091	293.2862191	334.2857143	376.4084507	282.320442	145.6375839	306.8548387	224	426.171875	-0.093405237	-0.344111476	33931E_Pfluorescens55_02836	fecR_6	Protein FecR
33931E_Pfluorescens55_00368	1	415549	416130	+	582	575	425	255	512	1106	237	365	162	518	163.3522727	150.1766784	145.7142857	180.2816901	305.5248619	79.53020134	147.1774194	81	202.34375	-0.093174297	0.299852016	33931E_Pfluorescens55_00368		hypothetical protein
33931E_Pfluorescens55_04422	1	4832356	4833354	+	999	1033	504	277	658	593	1187	343	543	463	293.4659091	178.0918728	158.2857143	231.6901408	163.8121547	398.3221477	138.3064516	271.5	180.859375	-0.092651245	0.333826594	33931E_Pfluorescens55_04422		Uncharacterized HTH-type transcriptional regulator Rv1395
33931E_Pfluorescens55_03881	1	4235306	4236232	-	927	596	477	326	461	421	322	314	494	302	169.3181818	168.5512367	186.2857143	162.3239437	116.2983425	108.0536913	126.6129032	247	117.96875	-0.092562793	-0.438868727	33931E_Pfluorescens55_03881	nlhH_2	Carboxylesterase NlhH
33931E_Pfluorescens55_03016	1	3300038	3300646	-	609	850	171	187	548	574	220	418	150	358	241.4772727	60.42402827	106.8571429	192.9577465	158.5635359	73.82550336	168.5483871	75	139.84375	-0.092427784	0.057391019	33931E_Pfluorescens55_03016	eamB_1	Cysteine/O-acetylserine efflux protein
33931E_Pfluorescens55_04483	1	4900880	4901641	-	762	658	749	282	623	360	389	489	417	433	186.9318182	264.664311	161.1428571	219.3661972	99.44751381	130.5369128	197.1774194	208.5	169.140625	-0.092167297	-0.447431043	33931E_Pfluorescens55_04483		hypothetical protein
33931E_Pfluorescens55_05473	1	5946558	5947922	-	1365	1256	549	352	862	931	1449	748	540	343	356.8181818	193.9929329	201.1428571	303.5211268	257.1823204	486.2416107	301.6129032	270	133.984375	-0.091799359	0.477469474	33931E_Pfluorescens55_05473	spuC	Putrescine--pyruvate aminotransferase
33931E_Pfluorescens55_04586	1	5001073	5002083	+	1011	935	818	425	1017	1359	990	520	727	449	265.625	289.0459364	242.8571429	358.0985915	375.4143646	332.2147651	209.6774194	363.5	175.390625	-0.091401852	0.418231677	33931E_Pfluorescens55_04586	arcB_1	Ornithine carbamoyltransferase%2C catabolic
33931E_Pfluorescens55_01435	1	1603649	1603951	+	303	66	92	47	92	352	234	28	121	4	18.75	32.50883392	26.85714286	32.3943662	97.23756906	78.52348993	11.29032258	60.5	1.5625	-0.090765167	1.413971607	33931E_Pfluorescens55_01435		hypothetical protein
33931E_Pfluorescens55_05292	1	5757967	5758737	-	771	573	298	538	600	910	435	420	336	520	162.7840909	105.3003534	307.4285714	211.2676056	251.3812155	145.9731544	169.3548387	168	203.125	-0.090607754	0.08069787	33931E_Pfluorescens55_05292		hypothetical protein
33931E_Pfluorescens55_03566	1	3907158	3907865	-	708	65	76	86	102	367	69	78	113	2	18.46590909	26.85512367	49.14285714	35.91549296	101.3812155	23.15436242	31.4516129	56.5	0.78125	-0.090294428	0.764298568	33931E_Pfluorescens55_03566		Probable transcriptional regulatory protein CBU_1566
33931E_Pfluorescens55_04907	1	5356088	5357005	-	918	285	366	427	570	717	296	457	269	277	80.96590909	129.3286219	244	200.7042254	198.0662983	99.32885906	184.2741935	134.5	108.203125	-0.089468503	0.132805686	33931E_Pfluorescens55_04907	truB	tRNA pseudouridine synthase B
33931E_Pfluorescens55_03565	1	3905749	3907041	+	1293	531	661	244	546	731	817	402	395	340	150.8522727	233.5689046	139.4285714	192.2535211	201.9337017	274.1610738	162.0967742	197.5	132.8125	-0.089295141	0.351447055	33931E_Pfluorescens55_03565		hypothetical protein
33931E_Pfluorescens55_03152	1	3453024	3454457	+	1434	983	1027	197	852	1157	582	483	741	370	279.2613636	362.8975265	112.5714286	300	319.6132597	195.3020134	194.7580645	370.5	144.53125	-0.088570375	0.110688839	33931E_Pfluorescens55_03152	gabR_5	HTH-type transcriptional regulatory protein GabR
33931E_Pfluorescens55_04558	1	4971760	4975974	-	4215	3462	2516	1475	2908	2834	1767	2165	1608	2246	983.5227273	889.0459364	842.8571429	1023.943662	782.8729282	592.9530201	872.983871	804	877.34375	-0.088234866	-0.178282538	33931E_Pfluorescens55_04558		hypothetical protein
33931E_Pfluorescens55_00537	1	605519	607426	-	1908	1486	1269	572	1059	1263	706	999	547	1153	422.1590909	448.409894	326.8571429	372.8873239	348.8950276	236.9127517	402.8225806	273.5	450.390625	-0.087816318	-0.320792687	33931E_Pfluorescens55_00537	mcpQ_1	Methyl-accepting chemotaxis protein McpQ
33931E_Pfluorescens55_01805	1	1994676	1998125	-	3450	1452	832	1072	1223	1708	1206	1035	615	1322	412.5	293.9929329	612.5714286	430.6338028	471.8232044	404.6979866	417.3387097	307.5	516.40625	-0.087727101	-0.013084744	33931E_Pfluorescens55_01805	mfd	Transcription-repair-coupling factor
33931E_Pfluorescens55_05099	1	5560502	5561374	+	873	711	730	738	624	1269	933	539	545	870	201.9886364	257.95053	421.7142857	219.7183099	350.5524862	313.0872483	217.3387097	272.5	339.84375	-0.087652407	0.002786619	33931E_Pfluorescens55_05099	ybbN	Uncharacterized protein YbbN
33931E_Pfluorescens55_04329	1	4739588	4741450	+	1863	1753	857	645	871	818	811	1026	664	909	498.0113636	302.8268551	368.5714286	306.6901408	225.9668508	272.147651	413.7096774	332	355.078125	-0.087244009	-0.539069866	33931E_Pfluorescens55_04329	glpE_2	Thiosulfate sulfurtransferase GlpE
33931E_Pfluorescens55_00131	1	146015	146893	+	879	2708	2362	1217	2220	2699	2073	1751	1166	2243	769.3181818	834.6289753	695.4285714	781.6901408	745.5801105	695.6375839	706.0483871	583	876.171875	-0.086728434	-0.048794095	33931E_Pfluorescens55_00131	hpf_1	Putative metal ABC transporter substrate-binding protein Hpf
33931E_Pfluorescens55_05592	1	6074119	6075738	-	1620	2334	1947	1020	1667	1945	1391	1738	1014	1570	663.0681818	687.9858657	582.8571429	586.971831	537.2928177	466.7785235	700.8064516	507	613.28125	-0.086721142	-0.281548561	33931E_Pfluorescens55_05592		hypothetical protein
33931E_Pfluorescens55_05598	1	6081117	6081842	+	726	982	986	636	427	1182	1301	190	1056	841	278.9772727	348.409894	363.4285714	150.3521127	326.519337	436.5771812	76.61290323	528	328.515625	-0.086540974	-0.117293185	33931E_Pfluorescens55_05598	qseB_3	Transcriptional regulatory protein QseB
33931E_Pfluorescens55_01030	1	1153002	1153574	-	573	632	747	225	482	812	983	371	620	203	179.5454545	263.9575972	128.5714286	169.7183099	224.3093923	329.8657718	149.5967742	310	79.296875	-0.086202404	0.339574422	33931E_Pfluorescens55_01030		hypothetical protein
33931E_Pfluorescens55_02731	1	2985100	2985321	-	222	165	170	108	286	184	173	175	54	157	46.875	60.07067138	61.71428571	100.7042254	50.82872928	58.05369128	70.56451613	27	61.328125	-0.086065183	0.313429304	33931E_Pfluorescens55_02731		hypothetical protein
33931E_Pfluorescens55_01985	1	2183616	2184152	+	537	166	103	13	208	163	73	32	130	20	47.15909091	36.39575972	7.428571429	73.23943662	45.02762431	24.4966443	12.90322581	65	7.8125	-0.086043786	0.649953647	33931E_Pfluorescens55_01985	dsbE	Thiol:disulfide interchange protein DsbE
33931E_Pfluorescens55_01612	1	1792583	1792924	+	342	331	268	127	200	361	213	168	128	293	94.03409091	94.69964664	72.57142857	70.42253521	99.72375691	71.47651007	67.74193548	64	114.453125	-0.085933831	-0.112979038	33931E_Pfluorescens55_01612		hypothetical protein
33931E_Pfluorescens55_05200	1	5652958	5654952	-	1995	2459	2215	820	2453	2820	1605	1421	1169	1740	698.5795455	782.6855124	468.5714286	863.7323944	779.0055249	538.590604	572.983871	584.5	679.6875	-0.085866937	0.161853922	33931E_Pfluorescens55_05200	mltF_3	Membrane-bound lytic murein transglycosylase F
33931E_Pfluorescens55_05261	1	5723077	5724072	+	996	1029	459	542	768	901	440	825	193	745	292.3295455	162.1908127	309.7142857	270.4225352	248.8950276	147.6510067	332.6612903	96.5	291.015625	-0.085664303	-0.196396882	33931E_Pfluorescens55_05261	fecR_9	Protein FecR
33931E_Pfluorescens55_05531	1	6005683	6006333	-	651	1148	883	577	1402	1363	1374	737	708	668	326.1363636	312.0141343	329.7142857	493.6619718	376.519337	461.0738255	297.1774194	354	260.9375	-0.085589904	0.459909676	33931E_Pfluorescens55_05531		hypothetical protein
33931E_Pfluorescens55_05218	1	5673665	5674234	+	570	360	299	243	216	455	694	170	215	386	102.2727273	105.6537102	138.8571429	76.05633803	125.6906077	232.885906	68.5483871	107.5	150.78125	-0.085496777	0.325761634	33931E_Pfluorescens55_05218	plsY	Glycerol-3-phosphate acyltransferase
33931E_Pfluorescens55_02737	1	2992670	2993494	+	825	680	709	610	899	1307	899	777	282	749	193.1818182	250.5300353	348.5714286	316.5492958	361.0497238	301.6778523	313.3064516	141	292.578125	-0.085131054	0.305700452	33931E_Pfluorescens55_02737	yigL	Pyridoxal phosphate phosphatase YigL
33931E_Pfluorescens55_00300	1	332549	333307	-	759	577	560	309	652	546	417	564	336	287	163.9204545	197.8798587	176.5714286	229.5774648	150.8287293	139.9328859	227.4193548	168	112.109375	-0.085113196	-0.049150623	33931E_Pfluorescens55_00300		hypothetical protein
33931E_Pfluorescens55_04375	1	4785942	4786427	-	486	392	268	106	134	250	119	132	244	195	111.3636364	94.69964664	60.57142857	47.18309859	69.06077348	39.93288591	53.22580645	122	76.171875	-0.084893264	-0.771684839	33931E_Pfluorescens55_04375		hypothetical protein
33931E_Pfluorescens55_03390	1	3724691	3725788	-	1098	822	1129	415	515	816	845	661	696	526	233.5227273	398.9399293	237.1428571	181.3380282	225.4143646	283.557047	266.5322581	348	205.46875	-0.084735405	-0.333117875	33931E_Pfluorescens55_03390	sugC	Trehalose import ATP-binding protein SugC
33931E_Pfluorescens55_01492	1	1658356	1659141	-	786	589	389	156	289	610	436	530	207	139	167.3295455	137.4558304	89.14285714	101.7605634	168.5082873	146.3087248	213.7096774	103.5	54.296875	-0.084545163	0.080652362	33931E_Pfluorescens55_01492		hypothetical protein
33931E_Pfluorescens55_00530	1	596749	597186	+	438	0	9	0	21	164	49	0	6	0	0	3.180212014	0	7.394366197	45.3038674	16.44295302	0	3	0	-0.084160448	4.44235051	33931E_Pfluorescens55_00530	dtd	D-aminoacyl-tRNA deacylase
33931E_Pfluorescens55_03065	1	3356914	3357726	-	813	1588	407	473	995	878	542	437	316	1234	451.1363636	143.8162544	270.2857143	350.3521127	242.5414365	181.8791946	176.2096774	158	482.03125	-0.084102531	-0.159324381	33931E_Pfluorescens55_03065	proC_1	Pyrroline-5-carboxylate reductase
33931E_Pfluorescens55_00866	1	997069	997971	+	903	912	175	280	245	585	548	498	202	389	259.0909091	61.83745583	160	86.26760563	161.6022099	183.8926174	200.8064516	101	151.953125	-0.083893927	-0.155584296	33931E_Pfluorescens55_00866		hypothetical protein
33931E_Pfluorescens55_02474	1	2673304	2674587	+	1284	617	185	49	141	186	111	258	210	114	175.2840909	65.37102473	28	49.64788732	51.38121547	37.24832215	104.0322581	105	44.53125	-0.083408177	-0.958189667	33931E_Pfluorescens55_02474	nicP_4	Porin-like protein NicP
33931E_Pfluorescens55_04713	1	5137066	5137614	+	549	463	243	307	502	452	200	335	323	190	131.5340909	85.86572438	175.4285714	176.7605634	124.8618785	67.11409396	135.0806452	161.5	74.21875	-0.083260295	-0.091308815	33931E_Pfluorescens55_04713	nudC_2	NADH pyrophosphatase
33931E_Pfluorescens55_01190	1	1313326	1314144	+	819	609	573	424	432	613	793	662	452	231	173.0113636	202.4734982	242.2857143	152.1126761	169.3370166	266.1073826	266.9354839	226	90.234375	-0.083155002	-0.072342157	33931E_Pfluorescens55_01190	loiP	Metalloprotease LoiP
33931E_Pfluorescens55_03550	1	3892199	3893350	+	1152	369	701	378	423	608	356	598	185	521	104.8295455	247.7031802	216	148.943662	167.9558011	119.4630872	241.1290323	92.5	203.515625	-0.081932726	-0.381716104	33931E_Pfluorescens55_03550		hypothetical protein
33931E_Pfluorescens55_02945	1	3233770	3234474	-	705	702	497	486	579	652	555	697	204	599	199.4318182	175.6183746	277.7142857	203.8732394	180.1104972	186.2416107	281.0483871	102	233.984375	-0.081215459	-0.195030381	33931E_Pfluorescens55_02945	fabG_4	3-oxoacyl-[acyl-carrier-protein] reductase FabG
33931E_Pfluorescens55_00284	1	310507	310722	-	216	77	20	0	9	0	47	0	43	15	21.875	7.067137809	0	3.169014085	0	15.77181208	0	21.5	5.859375	-0.081136217	-0.61167223	33931E_Pfluorescens55_00284		hypothetical protein
33931E_Pfluorescens55_04675	1	5098708	5099391	-	684	1034	761	629	648	839	1375	577	600	869	293.75	268.9045936	359.4285714	228.1690141	231.7679558	461.409396	232.6612903	300	339.453125	-0.080379458	-0.00115326	33931E_Pfluorescens55_04675	czcR_4	Transcriptional activator protein CzcR
33931E_Pfluorescens55_02097	1	2299916	2301724	-	1809	1729	1323	685	1478	1696	1296	1266	908	800	491.1931818	467.4911661	391.4285714	520.4225352	468.5082873	434.8993289	510.483871	454	312.5	-0.080339772	0.076696983	33931E_Pfluorescens55_02097		hypothetical protein
33931E_Pfluorescens55_04672	1	5095843	5096562	-	720	677	329	463	405	614	354	418	241	648	192.3295455	116.254417	264.5714286	142.6056338	169.6132597	118.7919463	168.5483871	120.5	253.125	-0.080172029	-0.411202175	33931E_Pfluorescens55_04672	inaA_2	Protein InaA
33931E_Pfluorescens55_05416	1	5886264	5887673	+	1410	1831	1942	1056	1398	1697	1432	1329	1246	1416	520.1704545	686.2190813	603.4285714	492.2535211	468.7845304	480.5369128	535.8870968	623	553.125	-0.080151813	-0.328198848	33931E_Pfluorescens55_05416	calB	Coniferyl aldehyde dehydrogenase
33931E_Pfluorescens55_01779	1	1962019	1963095	-	1077	1213	636	346	757	982	842	488	564	632	344.6022727	224.7349823	197.7142857	266.5492958	271.2707182	282.5503356	196.7741935	282	246.875	-0.080051257	0.096951829	33931E_Pfluorescens55_01779		hypothetical protein
33931E_Pfluorescens55_04936	1	5385154	5386848	+	1695	1362	1386	874	1449	1971	1887	993	763	1332	386.9318182	489.7526502	499.4285714	510.2112676	544.4751381	633.2214765	400.4032258	381.5	520.3125	-0.079630518	0.294637187	33931E_Pfluorescens55_04936	glcA	Glycolate permease GlcA
33931E_Pfluorescens55_05264	1	5729635	5730738	+	1104	1009	882	319	790	970	1011	433	415	913	286.6477273	311.6607774	182.2857143	278.1690141	267.9558011	339.261745	174.5967742	207.5	356.640625	-0.079511161	0.181734696	33931E_Pfluorescens55_05264		hypothetical protein
33931E_Pfluorescens55_05260	1	5722562	5723080	+	519	400	190	285	336	469	93	388	147	244	113.6363636	67.13780919	162.8571429	118.3098592	129.558011	31.20805369	156.4516129	73.5	95.3125	-0.079249862	-0.30020385	33931E_Pfluorescens55_05260	fecI_10	Probable RNA polymerase sigma factor FecI
33931E_Pfluorescens55_04584	1	4998294	4999721	+	1428	2187	1358	707	1515	2382	1547	1271	837	1264	621.3068182	479.8586572	404	533.4507042	658.0110497	519.1275168	512.5	418.5	493.75	-0.079213311	0.184571293	33931E_Pfluorescens55_04584	arcD_2	Arginine/ornithine antiporter
33931E_Pfluorescens55_01904	1	2104336	2105373	-	1038	877	331	415	273	583	793	272	651	348	249.1477273	116.9611307	237.1428571	96.12676056	161.0497238	266.1073826	109.6774194	325.5	135.9375	-0.078979039	-0.205166332	33931E_Pfluorescens55_01904		Uncharacterized NTE family protein Rv1063c
33931E_Pfluorescens55_02767	1	3027827	3028495	-	669	819	677	330	297	798	341	673	436	348	232.6704545	239.2226148	188.5714286	104.5774648	220.441989	114.4295302	271.3709677	218	135.9375	-0.07891296	-0.587785323	33931E_Pfluorescens55_02767		hypothetical protein
33931E_Pfluorescens55_04896	1	5340854	5341339	+	486	37	24	98	31	91	22	91	53	20	10.51136364	8.480565371	56	10.91549296	25.13812155	7.382550336	36.69354839	26.5	7.8125	-0.078793414	-0.787838607	33931E_Pfluorescens55_04896	folK_1	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
33931E_Pfluorescens55_02914	1	3199437	3200243	+	807	1290	545	651	973	825	805	659	570	847	366.4772727	192.5795053	372	342.6056338	227.9005525	270.1342282	265.7258065	285	330.859375	-0.078769176	-0.147380332	33931E_Pfluorescens55_02914		hypothetical protein
33931E_Pfluorescens55_00405	1	457075	457530	-	456	762	613	311	584	472	950	599	463	270	216.4772727	216.6077739	177.7142857	205.6338028	130.3867403	318.7919463	241.5322581	231.5	105.46875	-0.078379012	0.100383354	33931E_Pfluorescens55_00405		hypothetical protein
33931E_Pfluorescens55_02761	1	3019194	3020231	-	1038	1325	725	385	784	811	969	769	461	684	376.4204545	256.1837456	220	276.056338	224.0331492	325.1677852	310.0806452	230.5	267.1875	-0.077934909	-0.047032215	33931E_Pfluorescens55_02761	kdgR_2	HTH-type transcriptional regulator KdgR
33931E_Pfluorescens55_04512	1	4926756	4927238	-	483	387	258	193	148	334	209	240	209	240	109.9431818	91.16607774	110.2857143	52.11267606	92.26519337	70.13422819	96.77419355	104.5	93.75	-0.07791239	-0.537686646	33931E_Pfluorescens55_04512		hypothetical protein
